price,ranks,title,no_of_reviews,ratings,author,cover_type,year,genre
22.33,30.0,The Goldfinch: A Novel (Pulitzer Prize for Fiction),"42,846",4.0,Donna Tartt,Hardcover,2013.0,Fiction
7.74,31.0,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),"86,676",4.7,Don Miguel Ruiz,Paperback,2013.0,Non Fiction
15.21,32.0,Gone Girl,"66,978",4.1,Gillian Flynn,Hardcover,2013.0,Fiction
17.2,33.0,George Washington's Secret Six: The Spy Ring That Saved the American Revolution,"6,506",4.7,Brian Kilmeade,Hardcover,2013.0,Non Fiction
13.47,34.0,Quiet: The Power of Introverts in a World That Can't Stop Talking,"20,015",4.6,Susan Cain,Paperback,2013.0,Non Fiction
14.48,35.0,"Goodnight, Goodnight Construction Site (Hardcover Books for Toddlers, Preschool Books for Kids)","20,089",4.9,Sherri Duskey Rinker,Hardcover,2013.0,Fiction
14.61,36.0,Sycamore Row (Jake Brigance),"36,455",4.6,John Grisham,Hardcover,2013.0,Fiction
13.96,37.0,"Wheat Belly: Lose the Wheat, Lose the Weight, and Find Your Path Back to Health","8,638",4.4,William Davis,Hardcover,2013.0,Non Fiction
14.39,38.0,"The Pioneer Woman Cooksâ€•A Year of Holidays: 140 Step-by-Step Recipes for Simple, Scrumptious Celebrations","4,883",4.8,Ree Drummond,Hardcover,2013.0,Non Fiction
9.19,39.0,The Day the Crayons Quit,"19,898",4.8,Drew Daywalt,Hardcover,2013.0,Fiction
13.15,40.0,"Happy, Happy, Happy: My Life and Legacy as the Duck Commander","4,798",4.8,Phil Robertson,Hardcover,2013.0,Non Fiction
4.93,41.0,The Very Hungry Caterpillar,"54,008",4.9,Eric Carle,Board book,2013.0,Fiction
12.9,42.0,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead","2,913",4.8,Brené Brown,Hardcover,2013.0,Non Fiction
19.99,43.0,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,"1,676",4.6,Stephen R. Covey,Paperback,2013.0,Non Fiction
9.66,44.0,Joyland (Hard Case Crime),"10,723",4.6,Stephen King,Paperback,2013.0,Fiction
13.99,45.0,"Fifty Shades Of Grey: Book One of the Fifty Shades Trilogy (Fifty Shades Of Grey Series, 1)","60,233",4.0,E L James,Paperback,2013.0,Fiction
15.29,46.0,"Soul Healing Miracles: Ancient and New Sacred Wisdom, Knowledge, and Practical Techniques for Healing the Spiritual, Mental, Emotional, and Physical Bodies",278,4.6,Zhi Gang Sha,Hardcover,2013.0,Non Fiction
15.95,47.0,Shred: The Revolutionary Diet: 6 Weeks 4 Inches 2 Sizes,"3,106",4.1,Ian K. Smith M.D.,Hardcover,2013.0,Non Fiction
12.27,48.0,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened","7,980",4.7,Allie Brosh,Paperback,2013.0,Non Fiction
17.36,49.0,To Kill a Mockingbird,"68,841",4.8,Harper Lee,Mass Market Paperback,2013.0,Fiction
20.72,50.0,"The Five Dysfunctions of a Team: A Leadership Fable, 20th Anniversary Edition","6,296",4.6,Patrick Lencioni,Hardcover,2013.0,Non Fiction
14.54,51.0,"Unbroken: A World War II Story of Survival, Resilience, and Redemption","33,629",4.8,Laura Hillenbrand,Hardcover,2013.0,Non Fiction
21.5,52.0,Ender's Game (The Ender Quintet),"18,398",4.6,Orson Scott Card,Mass Market Paperback,2013.0,Fiction
6.92,53.0,The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,"29,674",4.7,Brené Brown,Paperback,2013.0,Non Fiction
16.68,54.0,"The Cuckoo's Calling (A Cormoran Strike Novel, 1)","27,919",4.2,Robert Galbraith,Hardcover,2013.0,Fiction
18.0,55.0,What to Expect When You're Expecting,"29,389",4.8,Heidi Murkoff,Paperback,2013.0,Non Fiction
10.61,56.0,America the Beautiful: Rediscovering What Made This Nation Great,"3,826",4.8,Ben Carson  M.D.,Paperback,2013.0,Non Fiction
17.36,57.0,The Liberty Amendments: Restoring the American Republic,"4,052",4.8,Mark R. Levin,Hardcover,2013.0,Non Fiction
16.5,58.0,ZEALOT: The Life and Times of Jesus of Nazareth,"7,011",4.4,Reza Aslan,Hardcover,2013.0,Non Fiction
11.8,59.0,The One and Only Ivan,"19,881",4.8,Katherine Applegate,Hardcover,2013.0,Fiction
16.5,60.0,Good to Great: Why Some Companies Make the Leap and Others Don't,"5,803",4.5,Jim Collins,Hardcover,2013.0,Non Fiction
8.24,61.0,SI-COLOGY 1: Tales and Wisdom from Duck Dynasty's Favorite Uncle,"2,029",4.7,Si Robertson,Hardcover,2013.0,Non Fiction
24.78,62.0,"IT'S ALL GOOD: Delicious, Easy Recipes That Will Make You Look Good and Feel Great","1,418",4.4,Gwyneth Paltrow,Hardcover,2013.0,Non Fiction
15.71,63.0,Outliers: The Story of Success,"22,209",4.7,Malcolm Gladwell,Paperback,2013.0,Non Fiction
19.39,64.0,Jerusalem: A Cookbook,"5,149",4.8,Yotam Ottolenghi,Hardcover,2013.0,Non Fiction
35.47,65.0,"Becoming a Supple Leopard: Movement, Mobility, and Maintenance of the Human Animal","1,483",4.7,Kelly Starrett,Hardcover,2013.0,Non Fiction
9.64,66.0,"Grain Brain: The Surprising Truth about Wheat, Carbs, and Sugar--Your Brain's Silent Killers","7,763",4.6,David Perlmutter MD,Hardcover,2013.0,Non Fiction
8.99,67.0,Looking for Alaska,"16,845",4.6,John Green,Paperback,2013.0,Fiction
13.71,68.0,I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,"9,853",4.6,Malala Yousafzai,Hardcover,2013.0,Non Fiction
4.98,69.0,Love You Forever,"53,161",4.9,Robert Munsch,Paperback,2013.0,Fiction
12.69,70.0,The Perks of Being a Wallflower,"23,935",4.7,Stephen Chbosky,Paperback,2013.0,Fiction
14.5,71.0,Practical Paleo: A Customized Approach to Health and a Whole-Foods Lifestyle,"4,391",4.6,Diane Sanfilippo,Paperback,2013.0,Non Fiction
19.49,72.0,Fifty Shades Trilogy (Fifty Shades of Grey / Fifty Shades Darker / Fifty Shades Freed),"38,220",4.6,E L James,Paperback,2013.0,Fiction
13.32,73.0,"The FastDiet: Lose Weight, Stay Healthy, and Live Longer with the Simple Secret of Intermittent Fasting","11,176",4.3,Dr Dr Michael Mosley,Hardcover,2013.0,Non Fiction
15.79,74.0,The Jesus Storybook Bible: Every Story Whispers His Name,"11,859",4.9,Sally Lloyd-Jones,Hardcover,2013.0,Non Fiction
15.99,75.0,Divergent / Insurgent,"19,457",4.6,Veronica Roth,Hardcover,2013.0,Fiction
10.5,76.0,How to Win Friends & Influence People,"79,094",4.7,Dale Carnegie,Paperback,2013.0,Non Fiction
22.07,77.0,"The Bully Pulpit: Theodore Roosevelt, William Howard Taft, and the Golden Age of Journalism","2,638",4.6,Doris Kearns Goodwin,Hardcover,2013.0,Non Fiction
11.69,78.0,The Hunger Games (Book 1),"42,770",4.7,Suzanne Collins,Paperback,2013.0,Fiction
9.2,79.0,ObamaCare Survival Guide: The Affordable Care Act and What It Means for You and Your Healthcare,"1,003",3.8,Nick J. Tate,Paperback,2013.0,Non Fiction
9.49,80.0,The Harbinger: The Ancient Mystery that Holds the Secret of America's Future,"19,005",4.7,Jonathan Cahn,Paperback,2013.0,Fiction
12.1,81.0,The Immortal Life of Henrietta Lacks,"16,936",4.7,Rebecca Skloot,Paperback,2013.0,Non Fiction
5.49,82.0,Night (Night),"8,573",4.7,Elie Wiesel,Paperback,2013.0,Non Fiction
13.99,83.0,Fifty Shades Darker,"32,887",4.5,E L James,Paperback,2013.0,Fiction
12.99,84.0,"Eat to Live: The Amazing Nutrient-Rich Program for Fast and Sustained Weight Loss, Revised Edition","9,950",4.5,Joel Fuhrman MD,Paperback,2013.0,Non Fiction
9.79,85.0,"Forks Over Knives: The Cookbook. A New York Times Bestseller: Over 300 Simple and Delicious Plant-Based Recipes to Help You Lose Weight, Be Healthier, and Feel Better Every Day","13,075",4.5,Del Sroufe,Paperback,2013.0,Non Fiction
13.88,86.0,"Fifty Shades Freed: Book Three of the Fifty Shades Trilogy (Fifty Shades of Grey Series) (English Edition) (Fifty Shades Of Grey Series, 3)","32,375",4.5,E L James,Paperback,2013.0,Fiction
25.0,87.0,The Alchemist,"3,816",4.7,Paulo Coelho,Paperback,2013.0,Fiction
8.99,88.0,The Catcher in the Rye,"30,925",4.5,J.D. Salinger,Mass Market Paperback,2013.0,Fiction
8.55,89.0,Mindset: The New Psychology of Success,"13,911",4.6,Carol S. Dweck,Paperback,2013.0,Non Fiction
19.59,90.0,"Wheat Belly Cookbook: 150 Recipes to Help You Lose the Wheat, Lose the Weight, and Find Your Path Back to Health","2,277",4.4,William Davis,Hardcover,2013.0,Non Fiction
75.49,91.0,MyMathLab: Student Access Kit,"4,558",4.2,Hall H Pearson Education,Printed Access Code,2013.0,Non Fiction
9.48,92.0,"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)","24,552",4.8,Valorie Schaefer,Paperback,2013.0,Non Fiction
19.19,93.0,The Power of Habit: Why We Do What We Do in Life and Business,"22,727",4.7,Charles Duhigg,Hardcover,2013.0,Non Fiction
16.39,94.0,The Reason I Jump: The Inner Voice of a Thirteen-Year-Old Boy with Autism,"7,514",4.7,Naoki Higashida,Hardcover,2013.0,Non Fiction
15.64,95.0,"Strengths Based Leadership: Great Leaders, Teams, and Why People Follow","2,349",4.5,Tom Rath,Hardcover,2013.0,Non Fiction
9.87,96.0,Kaplan GRE Premier 2014 with 6 Practice Tests: book + online + DVD + mobile,463,4.3,Kaplan,Paperback,2013.0,Non Fiction
16.25,97.0,The Longest Ride,"13,380",4.7,Nicholas Sparks,Hardcover,2013.0,Fiction
15.59,98.0,Life Code: The New Rules for Winning in the Real World,"3,901",4.4,Phil McGraw,Hardcover,2013.0,Non Fiction
12.8,99.0,The Lego Ideas Book: Unlock Your Imagination,"9,887",4.5,Daniel Lipkowitz,Hardcover,2013.0,Non Fiction
19.81,100.0,"A Memory of Light (Wheel of Time, Book 14) (Wheel of Time, 14)","13,061",4.8,Robert Jordan,Hardcover,2013.0,Fiction
18.29,1.0,StrengthsFinder 2.0,"7,082",4.1,Gallup,Hardcover,2014.0,Non Fiction
5.91,2.0,Frozen (Little Golden Book),"7,183",4.8,RH Disney,Hardcover,2014.0,Fiction
4.99,3.0,Laugh-Out-Loud Jokes for Kids,"10,751",4.6,Rob Elliott,Paperback,2014.0,Non Fiction
6.1,4.0,The Fault in Our Stars,"62,089",4.7,John Green,Paperback,2014.0,Fiction
11.99,5.0,Diary of a Wimpy Kid: The Long Haul,"13,520",4.8,Jeff Kinney,Hardcover,2014.0,Fiction
13.3,6.0,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,"18,840",4.7,Randall Munroe,Hardcover,2014.0,Non Fiction
11.49,7.0,"The Blood of Olympus (The Heroes of Olympus, 5)","15,170",4.8,Rick Riordan,Hardcover,2014.0,Fiction
7.53,8.0,"Jesus Calling, Padded Hardcover, with Scripture references","31,196",4.9,Sarah Young,Hardcover,2014.0,Non Fiction
12.79,9.0,"Unbroken: A World War II Story of Survival, Resilience, and Redemption","33,629",4.8,Laura Hillenbrand,Paperback,2014.0,Non Fiction
6.99,10.0,Ultimate Sticker Book: Frozen: More Than 60 Reusable Full-Color Stickers,"4,838",4.6,DK,Paperback,2014.0,Fiction
9.19,11.0,The Day the Crayons Quit,"19,898",4.8,Drew Daywalt,Hardcover,2014.0,Fiction
8.0,12.0,Divergent,"9,701",4.7,Veronica Roth,Paperback,2014.0,Fiction
11.06,13.0,The Fault in Our Stars,"62,089",4.7,John Green,Hardcover,2014.0,Fiction
8.48,14.0,"Oh, the Places You'll Go!","42,848",4.9,Dr. Seuss,Hardcover,2014.0,Fiction
17.36,15.0,To Kill a Mockingbird,"68,841",4.8,Harper Lee,Mass Market Paperback,2014.0,Fiction
15.99,16.0,Gone Girl,"66,978",4.1,Gillian Flynn,Paperback,2014.0,Fiction
6.99,17.0,The Book Thief,"34,536",4.7,Markus Zusak,Paperback,2014.0,Fiction
41.0,18.0,The Official SAT Study Guide,"1,526",4.4,The College Board,Paperback,2014.0,Non Fiction
15.38,19.0,Humans of New York,"5,377",4.8,Brandon Stanton,Hardcover,2014.0,Non Fiction
22.33,20.0,The Goldfinch: A Novel (Pulitzer Prize for Fiction),"42,846",4.0,Donna Tartt,Hardcover,2014.0,Fiction
144.0,21.0,"Diagnostic and Statistical Manual of Mental Disorders, 5th Edition: DSM-5","12,114",4.7,American Psychiatric Association,Paperback,2014.0,Non Fiction
9.67,22.0,Wonder,"35,698",4.8,R. J. Palacio,Hardcover,2014.0,Fiction
9.9,23.0,The Book with No Pictures,"16,882",4.8,B. J. Novak,Hardcover,2014.0,Fiction
9.99,24.0,Rush Revere and the First Patriots: Time-Travel Adventures With Exceptional Americans (2),"5,033",4.9,Rush Limbaugh,Hardcover,2014.0,Fiction
23.99,25.0,The 5 Love Languages: The Secret to Love That Lasts,"7,012",4.7,Gary Chapman,Paperback,2014.0,Non Fiction
4.44,26.0,Knock-Knock Jokes for Kids (Laugh-Out-Loud Jokes for Kids),"5,687",4.5,Rob Elliott,Paperback,2014.0,Fiction
8.15,27.0,JOURNEY TO THE ICE P,"1,094",4.6,RH Disney,Paperback,2014.0,Fiction
24.29,28.0,"Publication Manual of the American Psychological Association, 6th Edition","12,674",4.5,American Psychological Association,Paperback,2014.0,Non Fiction
9.99,29.0,Little Blue Truck,"1,958",4.9,Alice Schertle,Board book,2014.0,Fiction
17.4,30.0,Make It Ahead: A Barefoot Contessa Cookbook,"2,226",4.6,Ina Garten,Hardcover,2014.0,Non Fiction
4.78,31.0,First 100 Words: A Padded Board Book,"35,236",4.7,Roger Priddy,Board book,2014.0,Non Fiction
9.99,32.0,If I Stay,"9,994",4.4,Gayle Forman,Paperback,2014.0,Fiction
25.64,33.0,A Game of Thrones / A Clash of Kings / A Storm of Swords / A Feast of Crows / A Dance with Dragons,"33,321",4.7,George R. R. Martin,Mass Market Paperback,2014.0,Fiction
15.99,34.0,Divergent / Insurgent,"19,457",4.6,Veronica Roth,Hardcover,2014.0,Fiction
19.38,35.0,Capital in the Twenty First Century,"4,573",4.5,Thomas Piketty,Hardcover,2014.0,Non Fiction
11.78,36.0,Orphan Train,"25,199",4.6,Christina Baker Kline,Paperback,2014.0,Fiction
8.55,37.0,Mindset: The New Psychology of Success,"13,911",4.6,Carol S. Dweck,Paperback,2014.0,Non Fiction
10.5,38.0,How to Win Friends & Influence People,"79,094",4.7,Dale Carnegie,Paperback,2014.0,Non Fiction
4.93,39.0,The Very Hungry Caterpillar,"54,008",4.9,Eric Carle,Board book,2014.0,Fiction
18.98,40.0,All the Light We Cannot See,"67,291",4.6,Anthony Doerr,Hardcover,2014.0,Fiction
9.64,41.0,"Grain Brain: The Surprising Truth about Wheat, Carbs, and Sugar--Your Brain's Silent Killers","7,763",4.6,David Perlmutter MD,Hardcover,2014.0,Non Fiction
14.54,42.0,"Unbroken: A World War II Story of Survival, Resilience, and Redemption","33,629",4.8,Laura Hillenbrand,Hardcover,2014.0,Non Fiction
25.99,43.0,Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),"14,418",4.6,Thug Kitchen,Hardcover,2014.0,Non Fiction
25.0,44.0,The Alchemist,"3,816",4.7,Paulo Coelho,Paperback,2014.0,Fiction
8.99,45.0,Looking for Alaska,"16,845",4.6,John Green,Paperback,2014.0,Fiction
6.79,46.0,The Great Gatsby: The Only Authorized Edition,"18,656",4.5,F. Scott Fitzgerald,Paperback,2014.0,Fiction
14.03,47.0,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,"31,128",4.8,Daniel James Brown,Paperback,2014.0,Non Fiction
4.98,48.0,Love You Forever,"53,161",4.9,Robert Munsch,Paperback,2014.0,Fiction
9.57,49.0,The Maze Runner (Book 1),"15,611",4.6,James Dashner,Paperback,2014.0,Fiction
12.04,51.0,Allegiant,"24,591",3.9,Veronica Roth,Hardcover,2014.0,Fiction
15.99,52.0,Yes Please,"5,531",4.3,Amy Poehler,Hardcover,2014.0,Non Fiction
20.72,53.0,"The Five Dysfunctions of a Team: A Leadership Fable, 20th Anniversary Edition","6,269",4.6,Patrick Lencioni,Hardcover,2014.0,Non Fiction
7.74,54.0,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),"86,676",4.7,Don Miguel Ruiz,Paperback,2014.0,Non Fiction
17.99,55.0,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,"9,187",4.7,Stephen R. Covey,Paperback,2014.0,Non Fiction
9.98,56.0,41: A Portrait of My Father,"2,722",4.7,George W. Bush,Hardcover,2014.0,Non Fiction
65.0,57.0,Minecraft: The Complete Handbook Collection,"1,410",4.8,Stephanie Milton,Hardcover,2014.0,Fiction
4.99,58.0,Frozen: A Tale of Two Sisters,"1,123",4.6,Melissa Lagonegro,Paperback,2014.0,Fiction
10.25,59.0,Rush Revere and the Brave Pilgrims: Time-Travel Adventures with Exceptional Americans (1),"9,349",4.9,Rush Limbaugh,Hardcover,2014.0,Fiction
6.92,60.0,The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,"29,674",4.7,Brené Brown,Paperback,2014.0,Non Fiction
62.5,61.0,Divergent / Insurgent / Allegiant,"3,064",4.7,Veronica Roth,Hardcover,2014.0,Fiction
10.24,62.0,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,"17,368",4.7,Todd Burpo,Paperback,2014.0,Non Fiction
16.73,63.0,Flash Boys,"6,241",4.6,Michael Lewis,Hardcover,2014.0,Non Fiction
9.99,64.0,Rush Revere and the American Revolution: Time-Travel Adventures With Exceptional Americans,"4,504",4.9,Rush Limbaugh,Hardcover,2014.0,Fiction
5.0,65.0,Dear Zoo: A Lift-the-Flap Book,"26,368",4.8,Rod Campbell,Board book,2014.0,Fiction
3.97,66.0,The Going-To-Bed Book,"15,393",4.8,Sandra Boynton,Board book,2014.0,Fiction
53.99,67.0,The World of Ice & Fire: The Untold History of Westeros and the Game of Thrones,"7,640",4.8,George R. R. Martin,Hardcover,2014.0,Fiction
10.71,68.0,The Real ACT Prep Guide,804,4.4,ACT,Paperback,2014.0,Non Fiction
16.21,69.0,Gray Mountain: A Novel,"28,293",4.1,John Grisham,Hardcover,2014.0,Fiction
18.0,70.0,What to Expect When You're Expecting,"29,389",4.8,Heidi Murkoff,Paperback,2014.0,Non Fiction
15.79,71.0,The Jesus Storybook Bible: Every Story Whispers His Name,"11,859",4.9,Sally Lloyd-Jones,Hardcover,2014.0,Non Fiction
16.2,72.0,"Lean In: Women, Work, and the Will to Lead","8,182",4.5,Sheryl Sandberg,Hardcover,2014.0,Non Fiction
19.3,73.0,The Invention of Wings,"19,656",4.7,Sue Monk Kidd,Hardcover,2014.0,Fiction
5.99,74.0,Lord of the Flies,"31,815",4.6,William Golding,Mass Market Paperback,2014.0,Fiction
5.49,75.0,Night (Night),"8,573",4.7,Elie Wiesel,Paperback,2014.0,Non Fiction
8.99,76.0,The Catcher in the Rye,"30,926",4.5,J.D. Salinger,Mass Market Paperback,2014.0,Fiction
15.29,77.0,"Soul Healing Miracles: Ancient and New Sacred Wisdom, Knowledge, and Practical Techniques for Healing the Spiritual, Mental, Emotional, and Physical Bodies",278,4.6,Zhi Gang Sha,Hardcover,2014.0,Non Fiction
9.48,78.0,"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)","24,552",4.8,Valorie Schaefer,Paperback,2014.0,Non Fiction
17.69,79.0,"The Skinnytaste Cookbook: Light on Calories, Big on Flavor","8,256",4.7,Gina Homolka,Hardcover,2014.0,Non Fiction
8.29,80.0,Fahrenheit 451,"34,955",4.6,Ray Bradbury,Paperback,2014.0,Fiction
14.48,81.0,"Goodnight, Goodnight Construction Site (Hardcover Books for Toddlers, Preschool Books for Kids)","20,089",4.9,Sherri Duskey Rinker,Hardcover,2014.0,Fiction
7.68,82.0,Paper Towns,"10,316",4.4,John Green,Paperback,2014.0,Fiction
7.5,83.0,"The Everything Kids' Science Experiments Book: Boil Ice, Float Water, Measure Gravity-Challenge the World Around You!","6,281",4.6,Tom Robinson,Paperback,2014.0,Non Fiction
7.48,84.0,1984,"72,441",4.7,George Orwell,Mass Market Paperback,2014.0,Fiction
9.49,85.0,The Outsiders,"30,584",4.8,S. E. Hinton,Paperback,2014.0,Fiction
14.86,86.0,MONEY Master the Game: 7 Simple Steps to Financial Freedom,"10,710",4.6,Tony Robbins,Hardcover,2014.0,Non Fiction
5.36,87.0,Goodnight Moon,"24,815",4.9,Margaret Wise Brown,Board book,2014.0,Fiction
13.47,88.0,Quiet: The Power of Introverts in a World That Can't Stop Talking,"20,015",4.6,Susan Cain,Paperback,2014.0,Non Fiction
23.3,89.0,Revival: A Novel,"11,359",4.3,Stephen King,Hardcover,2014.0,Fiction
6.9,90.0,Giraffes Can't Dance,"28,447",4.8,Giles Andreae,Board book,2014.0,Fiction
18.23,91.0,Minecraft: Redstone Handbook: An Official Mojang Book,842,4.7,Scholastic,Hardcover,2014.0,Fiction
9.99,92.0,Of Mice and Men,"25,434",4.7,John Steinbeck,Mass Market Paperback,2014.0,Fiction
25.75,93.0,10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!,"32,825",4.7,JJ Smith,Paperback,2014.0,Non Fiction
20.97,94.0,"Crucial Conversations Tools for Talking When Stakes Are High, Second Edition","9,891",4.7,Kerry Patterson,Paperback,2014.0,Non Fiction
3.99,95.0,A Day in the Sun (Disney Frozen) (Pictureback(R)),734,4.6,Frank Berrios,Paperback,2014.0,Fiction
17.1,96.0,The Giver (Giver Quartet),"26,262",4.7,Lois Lowry,Mass Market Paperback,2014.0,Fiction
4.59,97.0,Chicka Chicka Boom Boom (Board Book),"33,598",4.9,Bill Martin Jr.,Board book,2014.0,Fiction
20.0,98.0,Against All Grain: Delectable Paleo Recipes To Eat Well And Feel Great,"3,350",4.7,Danielle Walker,Paperback,2014.0,Non Fiction
18.68,99.0,Minecraft: Essential Handbook,867,4.7,Stephanie Milton,Hardcover,2014.0,Fiction
16.5,100.0,Good to Great: Why Some Companies Make the Leap and Others Don't,"5,803",4.5,Jim Collins,Hardcover,2014.0,Non Fiction
4.78,1.0,First 100 Words: A Padded Board Book,"35,236",4.7,Roger Priddy,Board book,2015.0,Non Fiction
8.32,2.0,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,"28,111",4.5,Marie Kondō,Hardcover,2015.0,Non Fiction
4.99,3.0,Laugh-Out-Loud Jokes for Kids,"10,751",4.6,Rob Elliott,Paperback,2015.0,Non Fiction
9.99,4.0,Secret Garden: An Inky Treasure Hunt and Coloring Book for Adults,"15,022",4.7,Johanna Basford,Paperback,2015.0,Non Fiction
18.29,5.0,StrengthsFinder 2.0,"7,082",4.1,Gallup,Hardcover,2015.0,Non Fiction
15.83,6.0,Go Set a Watchman: A Novel,"18,592",3.7,Harper Lee,Hardcover,2015.0,Fiction
12.15,7.0,"Enchanted Forest: An Inky Quest and Coloring book (Activity Books, Mindfulness and Meditation, Illustrated Floral Prints)","8,106",4.7,Johanna Basford,Paperback,2015.0,Non Fiction
18.98,8.0,All the Light We Cannot See,"67,291",4.6,Anthony Doerr,Hardcover,2015.0,Fiction
14.24,9.0,The Girl on the Train,"91,515",4.1,Paula Hawkins,Hardcover,2015.0,Fiction
6.91,10.0,Adult Coloring Book: Stress Relieving Patterns,"4,253",4.5,Blue Star Coloring,Paperback,2015.0,Non Fiction
8.78,11.0,Diary of a Wimpy Kid #10: Old School,"14,243",4.8,Jeff Kinney,Hardcover,2015.0,Fiction
17.36,12.0,To Kill a Mockingbird,"68,842",4.8,Harper Lee,Mass Market Paperback,2015.0,Fiction
7.99,13.0,Adult Coloring Book: Stress Relieving Animal Designs,"3,924",4.6,Blue Star Coloring,Paperback,2015.0,Non Fiction
8.49,14.0,"Adult Coloring Books: A Coloring Book for Adults Featuring Mandalas and Henna Inspired Flowers, Animals, and Paisley Patterns","3,138",4.5,Coloring Books for Adults,Paperback,2015.0,Non Fiction
16.12,15.0,Humans of New York : Stories,"5,061",4.9,Brandon Stanton,Hardcover,2015.0,Non Fiction
10.41,16.0,The Martian,"51,405",4.7,Andy Weir,Paperback,2015.0,Fiction
8.48,17.0,"Oh, the Places You'll Go!Â Â ","42,848",4.9,Dr. Seuss,Hardcover,2015.0,Fiction
4.44,18.0,Knock-Knock Jokes for Kids (Laugh-Out-Loud Jokes for Kids),"5,687",4.5,Rob Elliott,Paperback,2015.0,Fiction
5.0,19.0,Dear Zoo: A Lift-the-Flap Book,"26,368",4.8,Rod Campbell,Board book,2015.0,Fiction
9.19,20.0,The Day the Crayons Quit,"19,898",4.8,Drew Daywalt,Hardcover,2015.0,Fiction
14.03,21.0,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,"31,128",4.8,Daniel James Brown,Paperback,2015.0,Non Fiction
7.53,22.0,"Jesus Calling, Padded Hardcover, with Scripture references","31,196",4.9,Sarah Young,Hardcover,2015.0,Non Fiction
8.55,23.0,Mindset: The New Psychology of Success,"13,911",4.6,Carol S. Dweck,Paperback,2015.0,Non Fiction
12.76,24.0,"Grey: Fifty Shades of Grey as Told by Christian (Fifty Shades Of Grey Series, 4)","37,799",4.5,E L James,Paperback,2015.0,Fiction
5.99,25.0,Creative Haven Creative Cats Coloring Book (Adult Coloring),"5,114",4.8,Marjorie Sarnat,Paperback,2015.0,Non Fiction
10.5,26.0,How to Win Friends & Influence People,"79,094",4.7,Dale Carnegie,Paperback,2015.0,Non Fiction
7.57,27.0,The 5 Love Languages: The Secret to Love that Lasts,"69,866",4.8,Gary Chapman,Paperback,2015.0,Non Fiction
11.95,28.0,Balance (Angie's  Extreme Stress Menders),"2,270",4.6,Angie Grace,Paperback,2015.0,Non Fiction
5.38,29.0,Creative Haven Owls Coloring Book (Adult Coloring),"5,205",4.7,Marjorie Sarnat,Paperback,2015.0,Non Fiction
25.99,30.0,Thug Kitchen: The Official Cookbook: Eat Like You Give a F*ck (Thug Kitchen Cookbooks),"14,418",4.6,Thug Kitchen,Hardcover,2015.0,Non Fiction
6.9,31.0,Giraffes Can't Dance,"28,447",4.8,Giles Andreae,Board book,2015.0,Fiction
9.67,32.0,Wonder,"35,698",4.8,R. J. Palacio,Hardcover,2015.0,Fiction
17.99,33.0,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,"9,187",4.7,Stephen R. Covey,Paperback,2015.0,Non Fiction
7.74,34.0,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),"86,676",4.7,Don Miguel Ruiz,Paperback,2015.0,Non Fiction
16.0,35.0,Being Mortal: Medicine and What Matters in the End,"19,284",4.8,Atul Gawande,Hardcover,2015.0,Non Fiction
4.98,36.0,Love You Forever,"53,161",4.9,Robert Munsch,Paperback,2015.0,Fiction
4.93,37.0,The Very Hungry Caterpillar,"54,008",4.9,Eric Carle,Board book,2015.0,Fiction
24.29,38.0,"Publication Manual of the American Psychological Association, 6th Edition","12,674",4.5,American Psychological Association,Paperback,2015.0,Non Fiction
12.92,39.0,Between the World and Me,"20,038",4.7,Ta-Nehisi Coates,Hardcover,2015.0,Non Fiction
5.67,40.0,Baby Touch and Feel: Animals,"10,680",4.7,DK,Board book,2015.0,Non Fiction
9.9,41.0,The Book with No Pictures,"16,882",4.8,B. J. Novak,Hardcover,2015.0,Fiction
14.5,42.0,The Wright Brothers,"7,924",4.7,David McCullough,Hardcover,2015.0,Non Fiction
